ano,mes,mes_ano,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,letalidade_violenta,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
172,2017,5,2017m05,2.54,0.01,0.12,2.67,0.58,3.25,3.02,31.07,2.51,1.13,16.49,57.88,15.25,9.67,82.81,,7.42,4.0,0.74,0.01,0.07,0.04,0.32,0.08,15.89,138.9,7.79,11.17,4.87,8.44,1.45,50.04,83.76,0.01,0.93,0.1,18.31,11.15,3.65,6.67,1.09,,17.85,3.83,8.64,0.77,27.84,2.27,0.11,0.02,2.15,0.0,430.38,3.0
173,2017,6,2017m06,2.33,0.01,0.11,2.45,0.58,3.03,2.84,29.98,2.36,1.03,15.62,51.06,13.98,8.25,73.29,,5.88,3.7,0.77,0.01,0.04,0.02,0.4,0.08,15.22,126.65,8.28,9.9,4.19,8.59,0.9,44.05,75.91,0.0,0.95,0.09,16.65,11.15,3.71,6.51,1.14,,16.26,3.63,9.78,0.72,27.38,2.43,0.14,0.01,2.15,10.01,402.92,3.0
174,2017,7,2017m07,2.24,0.01,0.14,2.38,0.38,2.76,2.52,30.22,2.22,1.11,15.66,51.24,14.76,9.28,75.29,,5.43,3.8,0.63,0.02,0.02,0.05,0.35,0.11,15.37,130.68,7.21,9.77,4.31,8.48,1.0,43.84,74.62,0.0,0.77,0.07,16.96,10.71,4.3,5.72,0.93,,16.28,3.59,9.53,1.15,27.06,2.42,0.14,0.01,10.73,0.0,406.35,3.0
175,2017,8,2017m08,2.37,0.02,0.1,2.49,0.42,2.91,3.15,31.21,2.58,1.06,15.37,52.61,14.42,9.72,76.75,,5.03,3.87,0.66,0.01,0.01,0.04,0.47,0.02,15.74,130.14,7.87,10.47,4.52,8.0,1.09,46.36,78.3,0.0,0.87,0.07,17.83,11.26,4.33,6.06,1.09,,16.91,3.72,10.85,1.32,28.06,2.51,0.25,0.03,4.29,10.01,420.04,3.0
176,2017,9,2017m09,2.73,0.01,0.07,2.81,0.63,3.44,2.85,33.6,2.72,1.05,15.52,45.75,13.19,7.58,66.52,,4.03,3.19,0.65,0.0,0.02,0.02,0.49,0.08,15.22,115.92,7.63,11.16,4.66,10.46,1.09,46.44,81.44,0.0,0.82,0.04,16.25,11.03,4.31,6.01,0.97,,17.25,4.29,9.4,1.04,28.62,2.55,0.18,0.01,2.15,20.02,401.35,3.0
177,2017,10,2017m10,2.89,0.04,0.1,3.03,0.58,3.61,3.27,36.44,2.99,1.08,15.08,44.27,13.33,7.09,64.69,,5.35,3.71,0.62,0.01,0.02,0.03,0.37,0.08,15.27,115.51,7.85,9.38,4.46,9.13,0.87,45.81,77.5,0.0,0.7,0.04,17.59,11.21,4.36,5.98,1.03,,16.36,3.3,9.01,0.89,31.84,2.79,0.23,0.02,2.15,0.0,404.08,3.0
178,2017,11,2017m11,2.7,0.04,0.09,2.83,0.74,3.57,3.24,32.65,2.8,0.92,13.81,40.53,12.05,7.52,60.09,,5.56,3.42,0.66,0.02,0.03,0.04,0.4,0.04,16.0,111.13,7.71,10.56,4.04,8.67,0.95,40.05,71.97,0.0,0.74,0.06,15.82,11.23,4.27,6.13,0.97,,15.76,3.17,8.12,0.86,28.32,2.43,0.2,0.01,6.44,0.0,379.17,3.0
179,2017,12,2017m12,2.63,0.02,0.08,2.74,0.5,3.24,3.01,35.59,2.28,1.14,14.52,37.83,11.69,6.81,56.33,,6.82,2.96,0.65,0.02,0.04,0.02,0.45,0.06,15.0,108.93,7.18,10.68,3.88,7.34,0.95,40.74,70.76,0.0,0.55,0.07,14.16,10.56,4.3,5.48,1.05,,14.87,2.73,7.94,0.73,28.31,2.37,0.15,0.01,8.58,0.0,371.04,3.0
180,2018,1,2018m01,2.76,0.04,0.14,2.93,0.93,3.86,3.58,32.91,2.41,0.97,12.36,46.11,12.07,6.32,64.49,,5.77,3.52,0.64,0.02,0.06,0.02,0.4,0.1,17.33,123.55,7.46,13.36,3.98,8.41,0.82,43.8,77.84,0.0,0.73,0.07,16.62,10.58,3.7,6.05,1.03,,16.46,3.35,5.9,0.88,28.54,2.67,0.26,0.01,11.12,10.58,399.56,3.0
181,2018,2,2018m02,2.6,0.03,0.12,2.75,0.6,3.35,2.91,29.97,2.63,0.76,10.56,42.81,12.69,5.96,61.46,,4.37,3.25,0.67,0.01,0.03,0.01,0.38,0.02,17.53,115.95,6.83,13.71,3.23,9.3,0.68,39.41,73.16,0.0,0.63,0.07,12.59,9.35,3.37,5.38,0.78,,14.76,2.96,7.1,0.89,25.1,1.97,0.24,0.0,4.45,0.0,361.58,3.0
182,2018,3,2018m03,2.99,0.04,0.12,3.14,0.64,3.78,3.25,32.17,2.66,1.01,13.57,44.9,12.83,8.14,65.87,,5.4,3.75,0.68,0.01,0.03,0.05,0.31,0.05,16.04,123.67,7.34,9.54,4.37,7.19,0.88,38.54,67.87,0.0,0.8,0.02,15.6,10.25,3.96,5.58,0.89,,16.43,3.39,7.92,0.64,29.17,2.52,0.19,0.01,8.9,0.0,388.15,3.0
183,2018,4,2018m04,2.79,0.01,0.08,2.89,0.59,3.48,2.88,31.08,2.51,1.03,14.14,44.55,12.32,7.93,64.8,,5.23,3.9,0.61,0.01,0.03,0.05,0.39,0.08,14.76,117.17,7.89,9.36,4.39,6.72,0.87,38.25,67.49,0.0,0.59,0.1,15.6,10.89,4.21,5.82,1.01,,17.23,3.41,7.61,0.86,27.6,2.17,0.15,0.0,2.22,0.0,378.46,3.0
184,2018,5,2018m05,2.48,0.01,0.08,2.56,0.85,3.41,3.13,30.18,2.65,0.92,13.78,47.02,13.43,8.78,69.23,,4.4,3.69,0.61,0.01,0.04,0.04,0.55,0.08,16.29,120.6,7.97,9.42,4.58,6.87,1.06,41.01,70.91,0.0,0.85,0.04,18.49,11.51,4.04,6.55,1.08,,17.97,3.41,8.37,1.23,27.33,2.18,0.26,0.03,6.67,0.0,391.67,3.0
185,2018,6,2018m06,2.19,0.04,0.06,2.29,0.91,3.19,3.33,29.1,2.57,1.14,12.7,45.17,13.12,7.86,66.16,,4.41,3.07,0.65,0.01,0.04,0.02,0.47,0.09,15.5,113.85,7.46,8.57,4.03,7.18,0.91,37.38,65.53,0.0,0.78,0.06,16.85,10.56,3.56,6.23,0.98,,17.0,3.38,7.41,1.33,25.83,2.41,0.18,0.01,2.22,10.58,362.91,3.0
186,2018,7,2018m07,2.39,0.03,0.05,2.48,0.76,3.23,3.18,30.44,2.44,0.89,13.76,43.64,12.8,7.65,64.08,,4.26,2.93,0.55,0.01,0.01,0.03,0.34,0.07,13.53,106.3,7.54,9.63,3.78,7.96,0.8,38.35,68.06,0.01,0.74,0.05,18.8,10.96,3.86,6.31,0.99,,15.97,3.54,8.08,1.11,26.73,2.26,0.15,0.03,6.67,10.58,365.32,3.0
187,2018,8,2018m08,2.1,0.03,0.08,2.21,1.03,3.23,3.12,27.11,2.52,0.91,13.2,42.29,12.64,8.15,63.09,,3.92,3.12,0.63,0.01,0.01,0.02,0.36,0.07,15.26,109.27,8.14,9.05,4.27,7.58,0.94,40.45,70.43,0.0,0.87,0.07,21.06,11.61,4.04,6.65,1.17,,17.76,3.42,10.06,1.51,26.4,2.2,0.14,0.02,4.45,0.0,383.24,3.0
188,2018,9,2018m09,2.22,0.04,0.08,2.35,0.63,2.97,2.96,31.11,2.85,0.91,14.58,39.33,12.7,7.42,59.46,,3.36,2.7,0.6,0.01,0.01,0.05,0.93,0.09,13.88,104.68,7.8,8.26,3.81,6.83,0.94,38.92,66.56,0.0,0.85,0.03,16.35,11.4,4.35,6.18,1.07,,16.29,2.74,9.51,1.11,27.16,2.25,0.1,0.01,8.9,0.0,363.13,3.0
189,2018,10,2018m10,2.23,0.01,0.06,2.3,0.74,3.04,2.86,31.84,2.84,0.89,13.86,42.83,14.41,8.38,65.62,,3.79,2.64,0.55,0.01,0.05,0.05,0.48,0.1,13.43,111.41,8.31,9.29,4.28,7.96,1.2,40.94,71.98,0.0,0.83,0.05,17.22,10.1,3.88,5.46,0.96,,15.87,3.0,6.43,0.99,28.38,2.48,0.09,0.01,2.22,10.58,381.64,3.0
190,2018,11,2018m11,2.2,0.02,0.07,2.29,0.79,3.08,2.69,30.69,2.47,0.89,13.28,40.81,13.64,8.05,62.5,,4.22,2.56,0.49,0.03,0.02,0.03,0.46,0.09,13.74,107.84,7.71,9.07,4.29,7.89,1.02,40.49,70.47,0.01,0.7,0.02,16.74,9.98,3.86,5.41,0.93,,16.02,2.84,7.17,1.51,27.08,2.38,0.14,0.01,2.22,0.0,368.02,3.0
191,2018,12,2018m12,2.01,0.03,0.08,2.12,0.51,2.63,2.6,33.35,2.5,1.11,15.05,37.54,12.46,6.88,56.88,,4.58,2.52,0.63,0.01,0.02,0.09,0.42,0.08,12.6,100.0,7.86,10.3,3.6,8.0,0.98,40.07,70.82,0.01,0.71,0.04,15.67,9.21,3.72,4.74,0.96,,14.36,2.85,6.67,1.26,28.1,2.45,0.14,0.02,2.22,0.0,360.64,3.0
192,2019,1,2019m01,2.24,0.01,0.09,2.34,0.92,3.27,3.35,37.32,2.67,0.91,13.56,43.31,14.02,7.72,65.05,,4.3,2.5,0.67,0.01,0.04,0.03,0.51,0.11,13.74,108.96,8.22,11.96,4.18,9.19,0.98,46.43,80.95,0.0,0.75,0.03,18.16,11.74,4.6,6.26,1.17,,16.94,3.14,7.36,1.37,34.29,2.6,0.18,0.02,4.52,0.0,404.41,3.0
193,2019,2,2019m02,1.88,0.03,0.05,1.95,0.84,2.79,2.61,30.25,2.55,0.91,11.87,40.65,12.26,7.87,60.78,,3.75,2.39,0.67,0.02,0.01,0.08,0.35,0.08,12.33,101.1,7.8,10.97,3.98,9.37,0.92,42.48,75.51,0.0,0.84,0.04,17.94,12.14,4.63,6.54,1.17,,17.84,3.25,8.08,1.36,28.48,2.04,0.21,0.02,9.04,0.0,377.25,3.0
194,2019,3,2019m03,2.0,0.03,0.06,2.09,0.77,2.86,3.42,34.25,2.72,0.93,12.52,44.89,15.24,8.89,69.02,,3.7,2.88,0.55,0.01,0.02,0.03,0.51,0.09,14.78,113.51,7.92,16.0,3.68,10.96,1.17,49.62,89.35,0.0,0.92,0.03,17.43,11.27,4.29,6.11,1.05,,17.56,3.59,8.08,1.78,32.33,2.36,0.17,0.01,4.52,0.0,418.46,3.0
195,2019,4,2019m04,2.09,0.01,0.06,2.16,0.72,2.88,2.7,32.33,2.8,1.0,12.66,40.79,14.06,9.19,64.04,,3.87,2.91,0.72,0.01,0.02,0.06,0.48,0.13,13.02,107.05,7.22,8.81,3.52,7.65,1.22,44.28,72.7,0.0,0.88,0.06,18.91,11.07,4.32,5.92,1.08,,18.15,2.88,9.56,2.03,30.8,2.37,0.13,0.02,2.26,0.0,393.28,3.0
196,2019,5,2019m05,2.0,0.01,0.09,2.1,1.0,3.1,2.77,28.75,2.7,0.84,13.36,42.51,14.07,9.42,66.0,,4.12,2.98,0.54,0.01,0.02,0.05,0.5,0.04,12.85,108.27,8.58,8.55,4.15,8.25,1.28,44.71,75.51,0.0,0.85,0.04,20.28,11.79,4.26,6.57,1.15,,18.37,3.06,10.27,1.44,29.38,2.26,0.12,0.01,0.0,0.0,396.21,3.0
197,2019,6,2019m06,1.92,0.02,0.05,1.99,0.89,2.87,2.53,27.64,2.4,0.88,14.38,35.22,12.67,7.46,55.35,,3.47,2.21,0.49,0.01,0.02,0.11,0.48,0.05,11.5,91.75,7.25,8.36,3.65,7.79,1.1,41.86,70.02,0.0,0.77,0.03,17.55,10.74,4.42,5.66,0.92,,16.5,2.71,9.19,1.35,26.06,2.34,0.12,0.01,6.78,0.0,354.67,3.0
198,2019,7,2019m07,1.81,0.03,0.08,1.92,1.13,3.05,2.29,27.45,2.33,0.87,13.46,38.44,12.89,7.0,58.33,,4.0,2.23,0.42,0.01,0.0,0.07,0.56,0.09,12.24,96.46,7.84,9.09,4.32,8.06,1.33,44.21,74.85,0.0,0.78,0.07,21.01,10.78,4.11,5.77,1.08,,16.84,2.84,10.75,1.55,27.1,2.32,0.19,0.04,0.0,0.0,381.22,3.0
199,2019,8,2019m08,1.85,0.01,0.03,1.89,1.0,2.89,2.63,27.55,2.66,0.94,14.07,37.35,12.99,6.91,57.26,,3.4,2.5,0.6,0.01,0.01,0.05,0.57,0.1,10.4,93.29,7.88,9.08,3.9,8.88,1.07,42.15,72.96,0.0,0.76,0.07,20.53,10.78,3.87,6.18,0.99,,18.03,2.76,11.74,1.53,26.99,2.12,0.16,0.05,4.52,0.0,377.95,3.0
200,2019,9,2019m09,1.79,0.03,0.04,1.87,0.89,2.76,1.99,27.75,2.79,0.91,13.6,33.53,11.96,5.76,51.25,,2.7,2.1,0.46,0.0,0.01,0.05,0.46,0.12,8.36,80.64,6.91,7.76,3.46,8.41,1.22,39.57,67.34,0.0,0.91,0.04,19.35,10.26,4.04,5.45,0.91,,16.09,2.68,11.5,1.43,27.71,2.31,0.11,0.08,9.04,0.0,346.28,3.0
201,2019,10,2019m10,1.86,0.02,0.02,1.9,0.84,2.75,2.47,33.04,3.08,1.08,13.7,36.44,12.76,6.43,55.63,,3.37,2.11,0.55,0.0,0.04,0.05,0.5,0.1,10.06,89.92,6.93,8.91,4.05,10.94,1.38,43.86,76.08,0.0,0.88,0.08,24.19,11.05,4.43,5.83,0.97,,16.99,3.11,10.36,1.63,30.66,2.46,0.1,0.02,6.78,0.0,380.88,3.0
202,2019,11,2019m11,1.85,0.02,0.08,1.95,0.79,2.74,2.2,31.23,2.45,1.1,13.04,31.46,11.71,6.38,49.54,,3.01,2.06,0.36,0.0,0.02,0.05,0.61,0.08,9.93,82.87,6.71,8.83,3.64,8.57,1.35,40.34,69.45,0.0,0.66,0.03,22.56,10.24,4.38,5.06,0.98,,15.78,2.76,9.32,1.28,28.61,2.26,0.12,0.02,0.0,0.0,352.06,3.0
203,2019,12,2019m12,1.91,0.05,0.03,1.98,0.72,2.7,2.37,31.28,2.43,1.09,13.86,29.33,10.57,5.95,45.85,,3.52,2.13,0.51,0.04,0.01,0.06,0.67,0.1,10.24,81.14,7.11,9.04,3.37,8.2,1.29,41.6,70.61,0.01,0.62,0.04,21.06,9.96,4.8,4.72,0.61,,14.98,2.32,6.54,1.28,27.02,2.2,0.13,0.01,2.26,0.0,345.57,3.0
204,2020,1,2020m01,2.07,0.02,0.05,2.14,0.9,3.04,2.59,31.01,2.3,0.84,11.18,35.77,12.64,6.82,55.23,,3.33,2.39,0.43,0.01,0.03,0.03,0.57,0.17,10.7,91.63,7.88,12.23,3.36,10.07,1.61,49.45,84.6,0.0,0.57,0.05,22.81,9.93,4.24,5.06,0.81,,16.5,2.78,7.71,1.53,28.54,2.31,0.21,0.01,4.53,0.0,379.53,3.0
205,2020,2,2020m02,1.88,0.01,0.06,1.95,0.95,2.9,2.43,31.22,2.42,0.88,10.91,32.86,11.92,7.49,52.27,,2.41,2.21,0.35,0.01,0.04,0.02,0.47,0.07,8.98,83.71,6.82,12.31,3.28,13.1,1.33,42.3,79.15,0.0,0.59,0.06,20.47,10.03,4.48,5.06,0.64,,16.64,2.49,6.87,1.4,26.8,2.18,0.23,0.01,2.26,0.0,362.79,3.0
206,2020,3,2020m03,2.16,0.01,0.05,2.22,0.66,2.88,2.08,23.48,2.12,0.75,7.2,25.39,8.89,5.68,39.95,,2.11,1.78,0.41,0.0,0.04,0.03,0.54,0.1,9.92,69.01,6.43,6.98,2.27,6.57,1.04,38.96,62.25,0.0,0.57,0.09,17.8,8.48,3.22,4.7,0.74,,14.67,2.22,5.27,1.04,18.71,1.57,0.09,0.0,4.53,0.0,287.41,3.0
207,2020,4,2020m04,1.8,0.03,0.03,1.86,1.03,2.89,1.87,15.7,1.39,0.77,3.37,14.61,5.67,2.82,23.1,,1.94,0.97,0.32,0.01,0.02,0.01,0.31,0.07,8.11,45.52,5.32,1.63,0.61,1.76,0.61,23.07,33.0,0.0,0.55,0.05,14.96,8.28,2.47,5.29,0.71,,14.14,2.36,3.14,0.01,12.78,1.03,0.15,0.02,2.26,0.0,189.23,3.0
208,2020,5,2020m05,1.57,0.0,0.03,1.61,0.75,2.36,1.68,14.0,1.5,0.75,3.94,14.13,5.43,2.42,21.98,,2.62,0.97,0.27,0.01,0.05,0.01,0.25,0.03,6.83,42.16,5.21,1.47,0.62,2.05,0.48,24.59,34.43,0.0,0.49,0.04,20.59,9.11,3.08,5.39,0.81,,12.5,1.81,3.96,0.03,13.26,1.04,0.09,0.02,0.0,11.17,201.75,3.0
209,2020,6,2020m06,1.49,0.01,0.01,1.52,0.2,1.71,1.77,18.18,2.27,0.82,5.08,16.41,5.48,3.34,25.23,,2.33,1.15,0.22,0.0,0.03,0.05,0.28,0.09,6.22,45.63,5.5,1.91,0.99,2.14,0.46,27.64,38.63,0.0,0.54,0.07,30.02,8.65,3.41,4.71,0.75,,12.36,1.77,4.4,0.05,16.29,1.21,0.12,0.01,6.79,0.0,241.46,3.0
210,2020,7,2020m07,1.48,0.02,0.04,1.54,0.3,1.84,2.17,22.65,2.2,0.95,8.79,22.16,7.74,4.87,34.77,,3.13,1.31,0.44,0.0,0.03,0.09,0.41,0.07,7.84,58.59,6.11,3.35,1.48,3.63,0.59,33.7,48.86,0.0,0.77,0.07,34.88,10.62,4.73,5.15,0.92,,15.04,1.99,7.66,0.07,21.08,1.37,0.1,0.02,2.26,0.0,295.07,3.0
211,2020,8,2020m08,1.5,0.01,0.07,1.58,0.29,1.88,2.04,24.25,2.64,0.93,9.8,20.03,7.21,3.79,31.03,,2.39,1.4,0.24,0.01,0.03,0.02,0.43,0.09,6.85,52.8,6.37,4.04,1.97,4.29,0.74,33.12,50.54,0.0,0.68,0.02,26.43,11.8,5.81,5.28,0.99,,16.78,1.97,8.7,0.2,23.61,1.58,0.17,0.02,0.0,22.34,289.78,3.0
212,2020,9,2020m09,1.37,0.02,0.04,1.43,0.31,1.74,1.97,26.23,2.77,0.98,9.64,20.52,7.59,3.35,31.46,,1.86,1.69,0.35,0.0,0.02,0.01,0.33,0.16,6.59,52.49,6.13,4.02,2.18,4.73,0.76,33.87,51.69,0.01,0.6,0.03,23.51,11.41,5.6,5.12,0.86,,14.36,2.62,6.09,0.21,23.55,1.71,0.13,0.01,0.0,0.0,280.34,3.0
213,2020,10,2020m10,1.59,0.01,0.03,1.63,0.83,2.47,2.32,26.46,2.6,1.01,10.55,22.83,7.34,4.42,34.59,,2.05,1.67,0.28,0.0,0.0,0.03,0.3,0.09,7.13,57.06,6.08,4.67,2.48,5.78,0.9,33.73,53.65,0.0,0.6,0.06,26.41,11.61,5.59,5.23,0.99,,16.02,2.12,5.71,0.21,24.11,1.71,0.14,0.02,4.53,0.0,291.93,3.0
214,2020,11,2020m11,1.87,0.01,0.05,1.93,0.47,2.39,2.3,26.55,2.68,1.05,10.17,21.63,7.48,4.06,33.17,,1.9,1.57,0.41,0.01,0.01,0.04,0.37,0.07,7.44,56.94,6.05,4.81,2.27,5.84,0.85,31.05,50.87,0.01,0.61,0.04,21.4,9.99,4.61,4.71,0.84,,15.11,2.19,3.69,0.21,23.3,1.82,0.11,0.02,2.26,11.17,275.51,3.0
215,2020,12,2020m12,1.63,0.02,0.05,1.69,0.48,2.17,1.84,26.8,2.44,1.1,9.48,20.35,7.31,4.09,31.74,,2.64,1.86,0.43,0.0,0.02,0.03,0.39,0.14,7.86,58.33,6.38,4.64,1.83,5.85,0.9,31.64,51.24,0.0,0.64,0.03,20.34,9.82,4.5,4.75,0.76,,15.35,2.07,5.2,0.23,23.64,1.77,0.11,0.0,2.26,11.17,274.81,3.0
216,2021,1,2021m01,2.11,0.02,0.07,2.2,0.85,3.05,2.74,30.56,2.69,1.0,9.53,22.98,8.1,5.87,36.95,,2.08,1.7,0.52,0.0,0.06,0.03,0.41,0.24,8.11,63.49,6.79,4.88,2.04,6.32,0.92,32.75,53.69,0.0,0.65,0.03,22.42,10.47,4.57,5.22,0.88,,16.79,2.55,4.64,0.29,27.89,2.19,0.2,0.02,0.0,0.0,300.57,3.0
217,2021,2,2021m02,1.41,0.02,0.07,1.5,0.85,2.35,1.91,25.76,2.37,0.91,8.53,22.74,7.67,5.58,35.99,,2.01,1.87,0.46,0.0,0.06,0.04,0.3,0.15,7.7,61.04,6.65,4.22,2.1,5.87,0.8,32.31,51.95,0.0,0.67,0.06,24.02,9.55,3.91,5.02,0.78,,16.41,2.03,4.71,0.2,23.65,1.68,0.14,0.03,3.75,0.0,281.3,3.0
218,2021,3,2021m03,1.8,0.04,0.05,1.89,0.91,2.79,2.36,27.12,2.47,0.88,9.4,22.44,7.82,6.01,36.26,,2.28,1.99,0.52,0.0,0.06,0.05,0.44,0.1,9.18,64.44,6.54,4.48,2.23,5.55,1.06,34.47,54.34,0.01,0.81,0.08,30.43,11.02,4.59,5.65,1.02,,17.84,2.23,6.13,0.2,26.01,1.88,0.13,0.01,3.75,0.0,311.49,3.0
219,2021,4,2021m04,1.73,0.02,0.04,1.79,0.81,2.6,1.93,22.83,2.36,0.86,8.11,18.96,6.4,5.75,31.11,,2.27,1.74,0.59,0.0,0.03,0.02,0.3,0.09,7.5,55.73,6.54,3.5,2.25,4.56,0.87,29.91,47.63,0.0,0.74,0.02,27.86,10.59,4.53,5.18,1.0,,16.03,2.18,5.04,0.15,22.3,1.59,0.11,0.03,5.63,0.0,274.01,2.0
220,2021,5,2021m05,1.52,0.01,0.03,1.57,0.64,2.21,1.95,22.95,2.47,0.92,8.49,20.16,7.09,5.08,32.34,,2.23,1.77,0.41,0.01,0.04,0.06,0.39,0.08,7.35,56.16,6.8,4.29,2.33,5.27,0.91,31.49,51.07,0.01,0.77,0.03,31.7,10.85,4.92,5.22,0.87,,15.84,1.84,5.56,0.25,23.08,1.64,0.17,0.01,1.88,11.56,286.05,2.0
221,2021,6,2021m06,1.32,0.04,0.01,1.37,0.56,1.93,1.92,21.56,2.01,0.79,8.11,19.03,7.13,5.17,31.33,,2.22,1.57,0.46,0.01,0.05,0.02,0.41,0.09,7.26,54.3,6.44,4.24,2.61,6.06,0.88,32.73,52.95,0.0,0.82,0.09,31.58,10.72,4.75,5.22,1.01,,15.77,1.92,5.71,0.2,22.62,1.87,0.12,0.02,3.75,0.0,286.26,2.0
